V 0 :0.997550141414603 -0.0256558632785086 -0.0650841230526362 -0.064318001815245 0.0296348157666499 -0.997489400238025 0.0275202035842425 0.999231692855599 0.0279119837114456 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998381401460359 0.00426332165029703 0.0567167370259577 -0.00400116664516162 -0.999980902192467 0.00473492889225927 0.0567358322441578 0.00450033042579889 0.998379111289978 ,0.123697291390848 -0.0322732837191841 0.297656389403048 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-0.0853228952055448 -0.364064104331154 0.00989361408597888 ,19.3054904937744
V 380 :-0.989413268941291 0.144774263579763 -0.0100921096577978 -0.0201149967694364 -0.205674047490041 -0.978413845229471 -0.143724832015707 -0.967852682588072 0.206408697131752 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.993088355557928 0.11496677992151 0.0236251411770783 -0.117319207517109 0.978217258040316 0.171251874083708 -0.00342224631458521 -0.172839939594269 0.984943985939026 ,-26.0959354609872 -9.91534988759012 -47.7025318951365 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-32.9111706715211 -44.347713256797 -0.0865941139157557 ,19.3054904937744
V 381 :-0.982585948294713 0.185727197679615 -0.00550682874646635 -0.0346944427063758 -0.212504875533106 -0.976543955739574 -0.182540997938079 -0.959347351775496 0.21524793274221 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.987315124146145 0.154446624400078 0.0368114435664045 -0.158558158927406 0.971168491855563 0.178019986187027 -0.00825552735477686 -0.181598588824272 0.983338117599487 ,-24.0539731228876 -10.7419333178105 -48.857028141364 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-32.9585499409117 -44.601793947647 -0.0746642175638485 ,19.3054904937744
V 382 :-0.977646896552581 0.209865732402684 -0.0127669507988922 -0.0350393175187137 -0.222499243286952 -0.97430306219028 -0.207313458798532 -0.952077004573142 0.224879168075289 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.983116283186645 0.179351685539023 0.0362678106129624 -0.182977516504418 0.964964289664925 0.188050788841223 -0.00126992166042328 -0.191511988639832 0.981489479541779 ,-22.8130857540114 -11.3012127298419 -49.6105019207028 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.014472575649 -44.8744264725121 -0.115404518792954 ,19.3054904937744
V 383 :-0.994593474975503 0.103369903925319 0.00992548043369135 -0.0304400565560545 -0.198828334944404 -0.979561541270414 -0.099283724038476 -0.974567680836071 0.200899860684235 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.996860292944004 0.0707732211645569 0.0355060097201239 -0.0756824465809354 0.983463655936212 0.164533889818223 -0.023274278268218 -0.166704475879669 0.985732197761536 ,-28.1464679470272 -10.1296011578705 -47.4535219616098 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.0528081343994 -45.27042686071 -0.076549535068468 ,19.3054904937744
V 384 :-0.998271837292173 0.0531118695283318 0.0251512101925307 -0.0366122710208237 -0.227323620861363 -0.973130834367531 -0.045967341642526 -0.972369962350753 0.22887521248931 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.998896971210933 0.0176151667500713 0.0435269785490311 -0.0257277438422598 0.980759957409575 0.193514897224745 -0.0392807200551033 -0.194421276450157 0.980131328105927 ,-30.5309807452561 -11.6954672371874 -45.7858450238099 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.0533912316516 -45.4782557408159 -0.102332098468418 ,19.3054904937744
V 385 :-0.994804268908781 0.100853762614133 0.0138944658032411 -0.0319650207717566 -0.179847024036463 -0.983175152583378 -0.0966580428449622 -0.978511005055213 0.182136285665002 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.996981064652687 0.0681964584474248 0.0371215155398613 -0.0729072377293475 0.986675491629356 0.145451090031547 -0.0267076417803764 -0.147718399763107 0.98866879940033 ,-28.2246596778879 -9.41921401256009 -48.0111975133553 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.0586880418477 -45.7468936097241 -0.0891056434179205 ,19.3054904937744
V 386 :-0.989847516433696 0.142030561334773 0.00540953180660148 -0.0360558754569443 -0.214104154077851 -0.976145207770035 -0.137484252785379 -0.96642997933868 0.21705142080603 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.99321627792217 0.109268097408985 0.0397730097366583 -0.114682575261741 0.977004739233041 0.179748735169935 -0.0192176178097725 -0.183090642094612 0.982908189296722 ,-26.1465501521908 -11.220966710849 -49.1830545024439 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.0832853220139 -46.1380326419816 -0.104832981506515 ,19.3054904937744
V 387 :-0.990213261630865 0.138353973168381 -0.0183302186642915 -0.00982431588014382 -0.200115048602844 -0.97972318293832 -0.139216756733296 -0.969954798405752 0.199515714795507 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.993830421158281 0.110085686713599 0.0135016490886471 -0.110797431047352 0.979935852958611 0.165679231272716 0.0050081592053175 -0.166152998805046 0.986087262630463 ,-26.3061720624352 -9.77417081727457 -49.7431553874688 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.106677340347 -46.4828129433917 -0.10162743750561 ,19.3054904937744
V 388 :-0.996514608305262 0.0831854128260571 -0.00623373038518432 -0.010016560360881 -0.193510314460766 -0.981047124419769 -0.0828151083568456 -0.977565448342644 0.193668989427527 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.998441480133764 0.05356217051889 0.0156740987114989 -0.0553780439989112 0.985677636884934 0.159288784544401 -0.00691775605082512 -0.159908518195152 0.987107574939728 ,-29.0560646462051 -9.49011581937539 -48.4237702694863 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1010608049528 -46.677002851957 -0.0801514121569331 ,19.3054904937744
V 390 :-0.996320578799109 0.0850086140558936 -0.010903148577729 -0.00482645313282672 -0.182667004513573 -0.983163006663249 -0.0855689734145079 -0.979493004581047 0.182405109955587 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.998368791922736 0.0561404171352789 0.0103914863590062 -0.0570614186990399 0.987284219454622 0.148370815740821 -0.00192975020036101 -0.148721754550934 0.988877177238464 ,-28.9117513447809 -8.92359178619417 -48.9984209612654 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.0822259289263 -47.0864095717919 -0.117320677474694 ,19.3054904937744
V 391 :-0.993965344031822 0.107910261610971 -0.0197073278622822 0.00020703852609866 -0.177809822810349 -0.984064877100282 -0.109694856215324 -0.978130520453689 0.176714361334569 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.996773562403005 0.0801380442834489 0.00451692788030623 -0.0799564747456724 0.986434305428783 0.14336801092997 0.00703357858583331 -0.143266588449478 0.989659130573273 ,-27.7454832836187 -8.5320161388234 -49.8614611517619 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.0853471633797 -47.2138112378859 -0.0979035414609172 ,19.3054904937744
V 392 :-0.991587744997546 0.129061317087473 -0.00985000818393877 -0.0153303962005631 -0.192665945584284 -0.981144684804048 -0.128525584552012 -0.972740073316148 0.193023655720607 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.99484338500448 0.0995542234598498 0.0193812290904407 -0.101370054148121 0.982186822065513 0.158218799355783 -0.0032846387475729 -0.159367591142654 0.987213850021362 ,-26.6519801409391 -9.81104546223375 -50.4764025482213 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1030786869329 -47.4693388798865 -0.112515368252893 ,19.3054904937744
V 393 :-0.987374150252043 0.158157949424374 -0.0088559351567491 -0.0217433939289581 -0.190696427653994 -0.981408237699119 -0.156906328401319 -0.968824624421566 0.191727513865443 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.991431985928444 0.128251091286657 0.0247848844262707 -0.13055512384941 0.979069369424552 0.156136279022766 -0.00424147490411997 -0.158034279942513 0.987424492835999 ,-25.1144925914523 -9.99706994132993 -51.4196264459463 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1177818973362 -47.6683390053815 -0.141991644428566 ,19.3054904937744
V 394 :-0.994193440271832 0.102998592839555 -0.0311578262419916 0.00979089838125453 -0.201764588780808 -0.979385163055127 -0.107161841894514 -0.974003340614866 0.199584487074563 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.996997735509629 0.0772712259502431 -0.00497252131067742 -0.0753502076012758 0.982989900373975 0.167490765015366 0.017830153927207 -0.166613221168518 0.985861122608185 ,-27.9494617914352 -9.49711242116822 -50.2759792718011 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1220098692924 -47.9255200587215 -0.106485760383935 ,19.3054904937744
V 395 :-0.999672103837669 0.0243759520118489 0.00784639632188999 -0.0127391096831866 -0.207586056403641 -0.978133841308856 -0.0222141439198961 -0.977913086729235 0.207828431658859 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.999765681052461 -0.00697619118465939 0.020491935861073 0.00330827854991015 0.984767423512363 0.173845118810652 -0.0213925670832396 -0.173736587166786 0.984559774398804 ,-31.8710594179535 -10.5780000989188 -47.8988947157873 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1045387889991 -48.1822112106609 -0.109268585035993 ,19.3054904937744
V 396 :-0.997612181087008 0.0670512036022106 -0.0165555289454737 0.00325661996515398 -0.19377440097088 -0.981040749763779 -0.068988000234066 -0.978752208659369 0.193093273876247 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.999224811874641 0.0392602469308566 0.00289082084306309 -0.0392180071728021 0.986394437731124 0.159649669887678 0.00341639574617147 -0.159639298915863 0.987169504165649 ,-29.7293598324141 -9.44911231855274 -49.8159897363459 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1069204034296 -48.5159890144029 -0.110422563327047 ,19.3054904937744
V 397 :-0.98793183508664 0.153079957072317 -0.02360690338706 -0.0051588258009559 -0.184846824723537 -0.982753815848128 -0.154803595198693 -0.970772038240431 0.183405701298204 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.992050970971991 0.125563543585125 0.00828717801399705 -0.12537745182962 0.98066317839682 0.150267057283925 0.010741132311523 -0.150111615657806 0.988610684871674 ,-25.2182472830543 -9.35743081395982 -52.5873467851728 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1387958792066 -48.8373855949629 -0.113553006366048 ,19.3054904937744
V 399 :-0.999633785590827 0.026970170197424 -0.00224117887328257 -0.00253087216645303 -0.17561217530098 -0.984456232189148 -0.026944532577491 -0.984090010740203 0.175616019807576 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.999945354279782 -0.00260068029887926 0.0101281152661994 0.0011397870702365 0.989914991242565 0.141657954043099 -0.010394380427897 -0.141638651490211 0.989863872528076 ,-31.7618268412524 -8.95981116101295 -49.7264216997237 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.158027287394 -49.5753744268296 -0.124342607388535 ,19.3054904937744
V 400 :-0.998588286009494 0.0524648338211405 -0.00830552164205828 -0.00156745028663398 -0.185395930923104 -0.982662691615553 -0.0530950455844294 -0.981262462307594 0.185216351207842 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.999689220952758 0.0235207016931063 0.00826310600810025 -0.0245006794426779 0.98818192611837 0.151314956331462 -0.00460641831159592 -0.151470378041267 0.988451063632965 ,-30.4533265673007 -9.47006092941722 -50.7204221063287 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.1616960655412 -49.8498183046029 -0.130955327959627 ,19.3054904937744
V 401 :-0.991019979821491 0.130805686951048 -0.0277379351709089 0.00338643984535733 -0.182822700928008 -0.983140128745025 -0.133671443327418 -0.974405400458239 0.180737901525423 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.994570112048044 0.104067782383274 0.000495380790975552 -0.102989975394866 0.983563510850028 0.148309905146796 0.0149470446631312 -0.147555619478226 0.988940834999084 ,-26.2977444709065 -9.23802747323872 -53.4405982491732 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-33.2116831207522 -50.2405136088774 -0.11996988977054 ,19.3054904937744
