V 0 :0.997805019101527 0.0130518763962059 -0.0649216793587203 -0.0652564338555209 0.0271070328334701 -0.99750028921355 -0.0112594192369749 0.999547401706243 0.0278991636540438 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997484070298509 0.0430428002758951 0.0563277431863894 -0.0427189201595654 -0.999062993589211 0.00694204884002845 0.0565737672150135 0.00451832264661789 0.998388171195984 ,0.0113005227100032 -0.000705272080968371 0.0535879808898193 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.0403216022653402 -0.122530121866148 0.0408874962571506 ,19.3054904937744
V 639 :-0.0704078698378835 0.996869016801825 0.0359851116953304 -0.166834283903747 0.0237984997157588 -0.985697735882119 -0.983467950554063 -0.0754044315554411 0.164636237224392 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.098518830649298 0.986107751849308 0.13373664135784 -0.993963127283455 0.104030717773222 -0.0348551306041451 -0.0482836402952671 -0.129495397210121 0.990403771400452 ,-4.17730919871354 -3.9844796705553 -22.4155512194811 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-22.9321771677912 2.61996840069233 -0.049520012034675 ,19.3054904937744
V 640 :-0.00345677731459384 0.99969956707896 0.0242684026713671 -0.153367583657046 0.0234514193280195 -0.987890966511504 -0.988163372140508 -0.00713690119868678 0.153240269822964 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0318409123391341 0.992317893702975 0.119547319800277 -0.998835461937178 0.0359293205478923 -0.0322004398145227 -0.0362483231730337 -0.118382729122838 0.992306221487048 ,-2.57427574342832 -3.75603634542573 -23.3051986883989 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-23.5397813443427 2.54189926370197 -0.0392174675029607 ,19.3054904937744
V 641 :-0.101451959544557 0.99482240465842 0.00598852165570984 -0.157965289313018 -0.0101654923037006 -0.987392384703028 -0.982219242125114 -0.101118853675393 0.158178631393165 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.129577385004718 0.983635878961805 0.125180367763073 -0.991403675021509 0.130826296328818 -0.00177313109375738 -0.0181209929287434 -0.123874515295029 0.992132425308228 ,-4.83789439579101 -3.86879740777747 -23.4959831136761 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-24.1104670735495 2.45204427421251 -0.0381444149085812 ,19.3054904937744
V 642 :-0.0814296582798496 0.996419927699522 0.0227303218452416 -0.174926671598949 0.00816409036780151 -0.98454768990238 -0.981208586087203 -0.0841475235537371 0.173635453069818 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.109407142687422 0.983802659220993 0.141995120995076 -0.993370207425984 0.113289280784487 -0.0195252416638192 -0.0352955065430818 -0.138917440811984 0.989674804038753 ,-4.30626598345309 -4.39092668269756 -24.0572697085097 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-24.6525697865702 2.35479985733243 -0.0120529167149515 ,19.3054904937744
V 643 :-0.0116707775620517 0.999671807708763 0.022807869669792 -0.16330656427646 0.020597620545345 -0.986360406034438 -0.986506551823688 -0.0152362644468396 0.163012407959877 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0399269269986551 0.990761395734209 0.129606736364644 -0.998587033726143 0.0441176765046162 -0.0296248395931212 -0.0350690922204436 -0.128240696096633 0.991122863203936 ,-2.57589142753679 -4.17335168667035 -24.7313945489369 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-25.0347949830928 2.33151907004344 0.0106063137261513 ,19.3054904937744
V 644 :-0.064762708573762 0.997860682901862 0.00894305273951027 -0.15042673938898 -0.000902690521499719 -0.988620821006191 -0.986497846293547 -0.0653710392295992 0.150163218474001 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0930900028216089 0.988737331183546 0.117187660792831 -0.995439528010416 0.0948866923810207 -0.00983497504526847 -0.020843754550797 -0.115737609815229 0.993061122298796 ,-3.87457788619375 -3.83471064953818 -25.1192688521745 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-25.5365114336066 2.27243469069785 0.0526545950246671 ,19.3054904937744
V 645 :-0.0665680747507831 0.997668643739985 0.0150365493872535 -0.180195180866679 0.00280163625043167 -0.983626958824878 -0.981375977546583 -0.0681876689638867 0.179588413295497 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0945180977548587 0.984591231972288 0.147127990758479 -0.995135601092607 0.0975673123946092 -0.0136315818355718 -0.0277764160675548 -0.145123789462992 0.989023559633244 ,-3.91272629007828 -4.6446845852361 -25.1634350985357 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-25.7198608610001 2.2524683747659 0.0443910413068358 ,19.3054904937744
V 646 :-0.0459530181185876 0.998284781169412 0.0362759549400836 -0.150561375212983 0.0289779755359877 -0.988175943710503 -0.987532281046845 -0.0508714215243129 0.148971333003182 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0743191562215955 0.990332386206594 0.117126575523013 -0.996072657936996 0.0793867630358064 -0.0392054386442271 -0.0481247107371845 -0.113752782285816 0.992342867200922 ,-3.35461658202443 -3.97200749065724 -25.6037742166621 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-25.9644083846261 2.21075637086813 0.0493191724562927 ,19.3054904937744
V 647 :-0.0487285625606793 0.998337750037579 0.0307797520483255 -0.16001368899309 0.0226155269658504 -0.986855766449795 -0.985911539018028 -0.0530132426822355 0.158645513726837 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0769740276307309 0.988956250990743 0.126652046245867 -0.996109312906627 0.0817467968300285 -0.0329205483486798 -0.0429103771329421 -0.123625173921325 0.99140080889403 ,-3.40297892899084 -4.19902915823072 -25.7471717440606 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-26.1496204776421 2.17708835001073 0.0830387952009943 ,19.3054904937744
V 648 :-0.0562836098856885 0.998373422230747 0.00909912836407174 -0.173117050868153 -0.000783190102626102 -0.984901020312351 -0.983291951318489 -0.0570090015178318 0.172879373878011 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.0843488861999563 0.986566339584628 0.139901153607747 -0.996201069671888 0.086544348287486 -0.00967313252480162 -0.0216508391549343 -0.138553679744704 0.990118258049997 ,-3.57622041183383 -4.53643168366188 -25.854259514867 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-26.3362779334818 2.14405328770552 0.0696426480710668 ,19.3054904937744
V 649 :-0.134593088115023 0.99088077834396 0.00633346947674241 -0.186801576084254 -0.0190955312315803 -0.982212135111227 -0.973134261456735 -0.133382075712916 0.187668049363242 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.1622148930536 0.974570669836331 0.154591550463701 -0.986566561594357 0.163246700477403 0.00608288501799543 -0.0193083575219745 -0.153501508366268 0.98795977561471 ,-5.61006676010376 -4.92004986835915 -25.744153934163 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-26.657789787845 2.08799976105869 0.0684567470824041 ,19.3054904937744
V 650 :-0.171074284605834 0.985247881345387 0.0045089407304373 -0.158197697234212 -0.0229511816978771 -0.987140759136607 -0.97247492832765 -0.169587714725197 0.159790132619793 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.198873637580074 0.971847714461127 0.12633883178606 -0.97988307384068 0.199380824675534 0.00874740324613679 -0.0166883950968976 -0.125536829022808 0.991948612437642 ,-6.564916063309 -4.15517546733653 -25.8345843668538 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-26.8381624547079 2.05071350636566 0.0921215797136921 ,19.3054904937744
V 651 :-0.199436264921464 0.979595217688674 0.0248699580043606 -0.195663137496887 -0.0149407710544062 -0.980557421309689 -0.960177862746184 -0.200424855119161 0.194650237700518 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.226573522618551 0.960012087745033 0.16444281028981 -0.973251275704357 0.229743236902539 -0.000263232334398654 -0.0380323262865178 -0.159984453224935 0.986386617939593 ,-7.30430680405037 -5.25113183019756 -25.6872990723366 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-27.0832237371881 1.98912904788901 0.0670851191878135 ,19.3054904937744
V 652 :-0.170668310848547 0.985165584501465 0.0179228312906452 -0.172614463746981 -0.0119851212278325 -0.984916620976024 -0.970091226086219 -0.171187805549945 0.172099140020412 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.1982884540995 0.969974391418426 0.140824625471786 -0.979670722686097 0.200599625094129 -0.00226581481458854 -0.0304471466188585 -0.13751239652214 0.990031998544258 ,-6.52148850442746 -4.65668801784339 -26.2032266514516 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-27.2700518709522 1.94208534645525 0.0758282130092409 ,19.3054904937744
V 653 :-0.188357000062049 0.9818153881997 0.0236709340200351 -0.163361418084196 -0.00755540058155848 -0.9865374344159 -0.968418863823384 -0.189688158590949 0.161813696501986 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.21598816975447 0.967461615760181 0.1317851913407 -0.97573590841973 0.21882932085956 -0.00729619072637333 -0.0358972450355134 -0.127011570951462 0.991251479767753 ,-6.98798109116627 -4.43209312464665 -26.4352916366032 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-27.5758010981712 1.87267577350396 0.107470088474921 ,19.3054904937744
V 654 :-0.389785353212076 0.920426473558304 0.0297088251172067 -0.152377186320434 -0.0326463044358174 -0.987783153529197 -0.908211949725859 -0.389550375756173 0.152976876741596 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.415603656113797 0.90097356171701 0.124581014480574 -0.908590476153972 0.417530538022874 0.0114752471282968 -0.0416774797923683 -0.117962196054534 0.992143113029525 ,-12.4532015340549 -4.16824750596712 -25.0086300700442 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-28.1516074367918 1.65569361126046 0.116226097785915 ,19.3054904937744
V 655 :-0.50944985193659 0.859120862929325 0.0487064712008637 -0.139983444606697 -0.0268942828179098 -0.989788603333099 -0.849038176969372 -0.511065784665913 0.133963814093865 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.533535580169224 0.837890565051025 0.11523609186694 -0.843638723232356 0.536907253835322 0.00209841710294464 -0.0601128439775554 -0.0983371271199276 0.993335948697356 ,-15.6868538279113 -3.87014078490036 -23.5688009215842 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-28.5037642908128 1.40436388912821 0.130925127007421 ,19.3054904937744
V 656 :-0.746101649224276 0.665106200325768 0.031083764387809 -0.126778283203719 -0.0960771504603466 -0.987267235639708 -0.653651172746605 -0.740542509492383 0.156004172046603 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,0.764333890996119 0.635242209283458 0.11073016061368 -0.643376132399752 0.762781345277759 0.0650531629776194 -0.0431383818399481 -0.120963397908778 0.991719206587559 ,-22.1661513776723 -3.49727906170964 -18.2764969402331 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-28.9127092826518 0.958826374090379 0.125139888243828 ,19.3054904937744
E 656 295 :0.954830997639854 0.0477238310866577 0.29329200789059 -0.0973554418032728 0.982783459396665 0.157030538073376 -0.280748435253647 -0.178491198334082 0.94303828565965 ,0.109187054418744 0.0760302766681908 -1.33684885355125 
E 8 0 :0.988999477016589 -0.0394211330952794 -0.14256931200787 0.0366456298599368 0.999085198013506 -0.022042343851807 0.143307823488746 0.0165753243044307 0.989539350582442 ,-0.723870477454213 -0.0351848820710235 -0.13532357968854 
E 18 8 :0.991758675112563 -1.59862866387061e-05 0.128119983154123 -0.00159223696040079 0.999921227449742 0.012450047263522 -0.128110089846335 -0.0125514397517033 0.991680526298527 ,-0.167899130964642 -0.0154284594267293 0.0144248793109646 
